"spkid","full_name","neo","pha","diameter","per","first_obs","last_obs","H"
50285327,"       (2005 OD3)",Y,Y,,1.33e+03,2005-07-28,2016-09-28,21.20
50285322,"       (2005 OE3)",Y,Y,,716,2005-07-29,2016-01-08,20.38
50285325,"       (2005 OF3)",Y,N,,1.36e+03,2005-07-30,2005-09-11,22.00
50285323,"       (2005 OG3)",Y,N,,1.17e+03,2005-07-24,2021-12-05,19.76
50285324,"       (2005 OH3)",Y,N,,504,2005-07-30,2005-08-05,26.00
50285321,"       (2005 OK3)",Y,N,,1.15e+03,2005-07-31,2005-10-13,21.50
50288456,"       (2005 PP)",Y,N,,1.19e+03,2005-08-03,2018-10-18,21.30
50288463,"       (2005 PH2)",Y,N,,620,2005-08-04,2025-07-20,20.32
50288501,"       (2005 PA5)",Y,Y,,555,2005-06-07,2016-11-27,21.80
50288628,"       (2005 PX16)",Y,N,,1.18e+03,2005-08-10,2005-09-20,21.70
50288645,"       (2005 PA17)",Y,N,,1.28e+03,2005-08-12,2019-11-03,24.09
50288811,"       (2005 QL)",Y,N,1.847,1.4e+03,2005-08-24,2024-10-03,18.79
50288876,"       (2005 QA5)",Y,N,,599,2005-07-27,2026-04-17,21.30
50288877,"       (2005 QB5)",Y,N,,434,2005-08-26,2024-08-14,23.69
50288954,"       (2005 QO11)",Y,N,,1.4e+03,2005-08-28,2024-08-06,19.04
50288956,"       (2005 QP11)",Y,N,,352,2005-08-28,2005-09-06,26.40
50288957,"       (2005 QQ11)",Y,N,,1.17e+03,2005-08-10,2021-12-01,22.33
50289076,"       (2005 QG30)",Y,N,,707,2005-08-29,2005-10-22,22.20
50289148,"       (2005 QK76)",Y,N,,603,2005-08-30,2005-08-31,25.10
50289149,"       (2005 QL76)",Y,N,,1.2e+03,2005-08-30,2026-02-10,20.00
50289195,"       (2005 QP87)",Y,N,,500,2005-08-31,2005-09-29,27.70
50289196,"       (2005 QQ87)",Y,N,,366,2005-08-31,2022-08-26,22.84
50289197,"       (2005 QR87)",Y,N,,1.14e+03,2005-08-31,2005-10-23,20.40
50289198,"       (2005 QF88)",Y,N,,1.24e+03,2005-08-31,2022-12-02,20.85
50289199,"       (2005 QG88)",Y,N,,830,2005-08-27,2014-08-21,20.43
50289763,"       (2005 QX151)",Y,N,,1.27e+03,2005-08-31,2020-01-23,20.50
50289765,"       (2005 QZ151)",Y,Y,,985,2005-08-31,2014-04-07,20.30
50290363,"       (2005 QR173)",Y,N,,1.34e+03,2005-07-25,2005-10-24,20.64
50291187,"       (2005 QS176)",Y,N,,1.21e+03,2005-08-29,2005-12-10,21.60
50289200,"       (2005 RA)",Y,N,,1.53e+03,2005-09-01,2005-09-14,22.20
50289201,"       (2005 RB)",Y,N,,1.19e+03,2005-08-31,2018-10-14,20.38
50289374,"       (2005 RJ)",Y,N,,1.51e+03,2005-09-01,2005-09-08,22.30
50289766,"       (2005 RZ2)",Y,N,,425,2005-09-01,2026-08-12,23.30
50289767,"       (2005 RA3)",Y,N,,645,2005-09-02,2006-01-21,22.30
50289762,"       (2005 RB3)",Y,N,,300,2005-09-03,2024-08-14,22.61
50289768,"       (2005 RJ3)",Y,N,,1.27e+03,2005-09-05,2005-11-12,23.40
50289769,"       (2005 RK3)",Y,N,,509,2005-09-06,2020-01-06,23.73
50289951,"       (2005 RW3)",Y,N,,1.12e+03,2005-09-06,2005-09-30,22.80
50289952,"       (2005 RX3)",Y,N,,689,2005-09-06,2022-09-14,22.54
50290104,"       (2005 RP6)",Y,N,,1.26e+03,2005-09-08,2005-10-24,21.20
50290430,"       (2005 RV24)",Y,N,,675,2005-09-09,2018-09-15,20.65
50290655,"       (2005 RO33)",Y,N,,975,2005-09-13,2021-12-05,20.12
50290831,"       (2005 RC34)",Y,Y,,1.08e+03,2005-06-09,2023-12-14,19.77
50290832,"       (2005 RD34)",Y,N,,558,2005-09-15,2025-12-26,20.40
50290879,"       (2005 SC)",Y,N,,1.24e+03,2005-09-15,2025-07-29,20.31
50290903,"       (2005 SL)",Y,N,,437,2005-09-22,2025-05-03,22.40
50291122,"       (2005 SO1)",Y,N,,1.17e+03,2005-09-23,2005-10-07,25.40
50291123,"       (2005 SP1)",Y,N,,1.34e+03,2005-09-23,2005-10-13,23.23
50291124,"       (2005 SQ1)",Y,N,,837,2005-09-23,2005-10-23,25.30
50291126,"       (2005 SS1)",Y,N,,1.02e+03,2005-09-23,2005-10-07,26.10
50291188,"       (2005 SR4)",Y,N,,1.18e+03,2005-09-24,2005-10-23,23.50
50291190,"       (2005 ST4)",Y,N,,1.33e+03,2005-09-25,2005-12-23,22.40
50291191,"       (2005 SV4)",Y,N,,1.35e+03,2005-09-25,2005-10-22,22.70
50291192,"       (2005 SW4)",Y,N,,1.62e+03,2005-09-25,2015-02-13,20.20
50291193,"       (2005 SX4)",Y,N,,1.64e+03,2005-09-25,2024-01-11,20.49
50291247,"       (2005 SP9)",Y,N,,294,2005-09-25,2022-10-06,21.61
50291248,"       (2005 SQ9)",Y,N,,634,2005-09-26,2005-10-25,22.90
50291250,"       (2005 SW9)",Y,N,,1.07e+03,2005-09-25,2005-09-29,20.14
50291321,"       (2005 SJ19)",Y,N,,716,2005-09-27,2005-10-13,24.00
50291370,"       (2005 SM25)",Y,N,,1.15e+03,2005-07-29,2024-12-23,19.48
50291372,"       (2005 SG26)",Y,N,,1.43e+03,2005-09-29,2005-10-07,25.90
50291373,"       (2005 SH26)",Y,N,,420,2005-09-29,2021-09-03,20.70
50291374,"       (2005 SJ26)",Y,N,,1.43e+03,2005-09-29,2005-10-20,23.90
50291375,"       (2005 SK26)",Y,N,,873,2005-09-29,2005-10-02,25.50
50292036,"       (2005 SY70)",Y,N,,1.26e+03,2005-09-30,2005-10-07,26.80
50292037,"       (2005 SZ70)",Y,N,,755,2005-09-30,2005-10-28,24.40
50292034,"       (2005 SD71)",Y,N,,700,2005-09-30,2005-12-04,23.20
50292038,"       (2005 TA)",Y,N,,530,2005-10-01,2005-10-05,27.20
50292040,"       (2005 TC)",Y,N,,2.59e+03,2005-10-01,2005-10-07,23.70
50292041,"       (2005 TD)",Y,N,,631,2005-10-01,2005-10-15,23.50
50292042,"       (2005 TE)",Y,N,,852,2005-10-01,2005-10-07,23.90
50292043,"       (2005 TF)",Y,N,,1.01e+03,2005-10-01,2017-03-05,20.30
50292367,"       (2005 TL)",Y,N,,1.33e+03,2005-09-03,2005-10-22,21.20
50292284,"       (2005 TM)",Y,N,,282,2005-10-01,2005-10-07,24.70
50292285,"       (2005 TN)",Y,N,,857,2005-10-01,2005-10-23,22.40
50292286,"       (2005 TP)",Y,Y,,1.26e+03,2005-10-02,2012-07-22,20.80
50292287,"       (2005 TR)",Y,N,,710,2005-10-03,2005-10-29,23.10
50292368,"       (2005 TB15)",Y,N,,892,2005-09-24,2022-09-21,19.57
50292370,"       (2005 TF15)",Y,N,,1.27e+03,2005-10-04,2013-03-15,19.50
50292790,"       (2005 TP15)",Y,N,,569,2005-10-01,2005-10-05,25.20
50292792,"       (2005 TS15)",Y,Y,,517,2005-10-05,2022-10-25,21.03
50293308,"       (2005 TE45)",Y,N,,908,2005-10-01,2016-01-31,23.30
50293305,"       (2005 TF45)",Y,N,,454,2005-10-03,2005-10-28,23.10
50293307,"       (2005 TH45)",Y,N,,536,2005-10-05,2005-10-10,26.30
50293811,"       (2005 TO45)",Y,N,,1.5e+03,2005-10-07,2009-12-20,19.80
50293812,"       (2005 TP45)",Y,N,,706,2005-10-07,2010-02-12,20.99
50293813,"       (2005 TQ45)",Y,N,,275,2005-10-07,2005-10-09,25.60
50293850,"       (2005 TS45)",Y,N,,1.32e+03,2005-10-07,2023-10-13,21.53
50293853,"       (2005 TD49)",Y,N,,1.6e+03,2005-10-01,2005-10-13,26.40
50293854,"       (2005 TE49)",Y,N,,338,2005-10-07,2017-10-13,26.39
50293855,"       (2005 TF49)",Y,Y,,389,1989-10-21,2025-04-22,19.05
50293944,"       (2005 TF50)",Y,N,,1.24e+03,2005-10-10,2005-11-05,20.30
50293945,"       (2005 TG50)",Y,N,,324,2005-10-11,2021-10-16,24.83
50293946,"       (2005 TH50)",Y,N,,280,2005-10-09,2005-10-13,28.00
50293947,"       (2005 TK50)",Y,N,,1.25e+03,2005-10-09,2005-10-09,28.87
50293948,"       (2005 TR50)",Y,Y,,749,2005-10-10,2008-03-24,20.21
50293984,"       (2005 TC51)",Y,N,,370,2005-10-12,2005-10-13,27.30
50293985,"       (2005 TV51)",Y,N,,1.06e+03,2005-10-13,2005-10-16,26.40
50293992,"       (2005 TY51)",Y,N,,1.53e+03,2005-10-11,2023-04-24,17.94
50303239,"       (2005 TM173)",Y,N,,1.78e+03,2005-10-09,2005-10-11,24.06
50295802,"       (2005 UC)",Y,N,,1.27e+03,2005-10-22,2026-07-26,19.77
50295804,"       (2005 UE)",Y,N,,1.34e+03,2005-10-22,2016-12-25,20.66
50295805,"       (2005 UF)",Y,N,,795,2005-10-22,2005-10-23,26.10
50295806,"       (2005 UG)",Y,N,,1.71e+03,2005-10-11,2005-12-22,23.60
50295807,"       (2005 UH)",Y,N,,757,2005-10-22,2005-11-21,23.50
50295809,"       (2005 UL)",Y,N,,940,2005-10-23,2024-06-15,18.78
50295810,"       (2005 UN)",Y,N,,612,2005-10-23,2005-10-28,25.90
50295812,"       (2005 UQ)",Y,N,,1.22e+03,2005-10-23,2025-09-14,24.14
50295813,"       (2005 UR)",Y,Y,,1.23e+03,2005-10-23,2005-10-29,21.60
50295814,"       (2005 UA1)",Y,N,,1.13e+03,2005-10-23,2005-11-11,26.20
50297203,"       (2005 UC1)",Y,N,,644,2005-10-23,2026-03-18,21.97
50297205,"       (2005 UE1)",Y,N,,309,2005-10-24,2005-10-26,26.20
50297206,"       (2005 UF1)",Y,N,,1.18e+03,2005-10-24,2019-01-09,20.40
50297207,"       (2005 UG1)",Y,N,,1.01e+03,2005-10-24,2016-10-28,22.70
50297209,"       (2005 UJ1)",Y,N,,1.03e+03,2005-10-24,2022-12-21,20.57
50297211,"       (2005 UL1)",Y,N,,584,2005-10-24,2005-11-12,23.00
50297225,"       (2005 UC3)",Y,N,,1.17e+03,2005-10-24,2005-11-11,27.10
50297226,"       (2005 UE3)",Y,N,,1.23e+03,2005-10-25,2022-12-15,20.12
50297227,"       (2005 UF3)",Y,N,,927,2005-10-25,2005-11-06,21.80
50297228,"       (2005 UG3)",Y,N,,1.05e+03,2005-10-25,2005-10-29,25.50
50297253,"       (2005 UU3)",Y,N,,530,2005-10-25,2021-11-13,22.17
50297254,"       (2005 UW3)",Y,N,,473,2005-10-26,2005-10-31,24.27
50297375,"       (2005 UF5)",Y,N,,1.51e+03,2005-10-26,2005-11-10,24.30
50297376,"       (2005 UG5)",Y,N,,396,2005-10-27,2018-11-01,24.30
50297377,"       (2005 UH5)",Y,N,,508,2005-10-27,2005-10-30,25.40
50297381,"       (2005 UN5)",Y,N,,882,2005-10-27,2005-11-12,24.40
50297383,"       (2005 UW5)",Y,N,,603,2005-10-27,2005-10-29,27.50
50297384,"       (2005 UX5)",Y,N,,853,2005-10-28,2020-05-21,21.19
50297386,"       (2005 UZ5)",Y,N,,613,2005-10-28,2005-11-03,23.60
50297387,"       (2005 UA6)",Y,N,,1.37e+03,2005-10-21,2005-11-25,23.54
50297390,"       (2005 UL6)",Y,N,,1.47e+03,2005-10-29,2005-11-22,24.50
50297391,"       (2005 US6)",Y,N,,734,2005-10-28,2005-10-31,24.80
50297392,"       (2005 UU6)",Y,N,,1.42e+03,2005-10-29,2005-11-10,22.90
50297393,"       (2005 UV6)",Y,N,,1.15e+03,2005-10-29,2005-10-31,27.30
50297394,"       (2005 UW6)",Y,Y,,1.07e+03,2005-10-29,2005-11-19,21.80
50297396,"       (2005 UF7)",Y,N,,1.43e+03,2005-10-29,2005-11-05,26.50
50297397,"       (2005 UP64)",Y,N,,1.61e+03,2005-10-29,2015-04-19,19.52
50297398,"       (2005 UQ64)",Y,N,,745,2005-10-30,2005-11-21,24.40
50297399,"       (2005 UR64)",Y,N,,808,2005-10-31,2006-01-09,23.60
50297400,"       (2005 US64)",Y,N,,445,2005-10-31,2005-11-03,23.00
50297401,"       (2005 UT64)",Y,Y,,898,2005-10-31,2022-08-24,20.26
50297402,"       (2005 UV64)",Y,N,,343,2005-10-31,2020-10-23,26.40
54502895,"       (2005 UF150)",Y,,,1.19e+03,2005-10-26,2005-10-27,20.55
54506157,"       (2005 UW393)",Y,,,1.26e+03,2005-10-28,2005-10-31,20.41
50297405,"       (2005 VA)",Y,N,,1.42e+03,2005-11-01,2005-12-25,23.00
50297409,"       (2005 VF)",Y,N,,1.08e+03,2005-11-01,2005-11-05,24.70
50297411,"       (2005 VN)",Y,N,,1.1e+03,2005-11-02,2014-11-13,22.91
50297650,"       (2005 VO)",Y,N,,1.38e+03,2005-11-03,2005-11-04,27.90
50297412,"       (2005 VP)",Y,N,,1.32e+03,2005-11-03,2005-11-04,25.60
50297414,"       (2005 VR)",Y,N,,977,2005-11-03,2021-11-19,20.78
50297415,"       (2005 VS)",Y,N,,590,2005-11-03,2026-07-11,22.24
50297655,"       (2005 VH1)",Y,N,,1.84e+03,2005-11-03,2005-12-30,23.00
50297656,"       (2005 VJ1)",Y,N,,1.57e+03,2005-09-12,2022-09-25,19.84
50297651,"       (2005 VK1)",Y,N,,233,2005-11-04,2005-11-06,22.60
50297652,"       (2005 VL1)",Y,N,,307,2005-11-04,2021-12-04,26.45
50297653,"       (2005 VM1)",Y,N,,655,2005-11-04,2005-11-19,22.80
50297654,"       (2005 VN1)",Y,N,,599,2005-11-04,2005-11-05,25.10
50297657,"       (2005 VY1)",Y,N,,789,2005-11-05,2005-11-12,26.40
50297658,"       (2005 VA2)",Y,N,,485,2005-11-03,2025-12-12,21.19
50299046,"       (2005 VT2)",Y,N,,1.3e+03,2005-11-04,2005-11-29,22.60
50299492,"       (2005 VY3)",Y,N,,788,2005-11-06,2022-04-26,20.15
50299493,"       (2005 VZ3)",Y,N,,1.16e+03,2005-11-06,2024-11-02,20.67
50299744,"       (2005 VN5)",Y,N,,336,2005-11-10,2005-11-12,27.00
50299746,"       (2005 VS5)",Y,N,,1e+03,2005-11-06,2005-11-12,22.00
50299837,"       (2005 VD7)",Y,N,,1.29e+03,2005-11-12,2005-12-07,22.40
50299838,"       (2005 VE7)",Y,N,,1.3e+03,2005-11-12,2023-12-14,18.45
50299839,"       (2005 VG7)",Y,N,,1.03e+03,2005-11-13,2005-11-23,24.50
50299970,"       (2005 VR7)",Y,Y,,412,2005-11-07,2025-01-26,21.18
50299971,"       (2005 VT7)",Y,N,,839,2005-11-14,2005-12-04,23.00
50303343,"       (2005 VO118)",Y,N,,1.48e+03,2005-11-03,2005-11-04,24.60
50300188,"       (2005 WA)",Y,N,,434,2005-11-16,2005-11-30,23.90
50302903,"       (2005 WC)",Y,N,,409,2005-11-20,2005-11-21,25.20
50303236,"       (2005 WD)",Y,Y,,1.28e+03,2005-11-19,2019-11-20,21.93
50303238,"       (2005 WF)",Y,N,,866,2005-11-20,2005-11-23,23.70
50303240,"       (2005 WX)",Y,N,,738,2005-11-21,2005-11-24,26.90
50303246,"       (2005 WY)",Y,N,,874,2005-11-21,2005-11-27,27.10
50303242,"       (2005 WZ)",Y,N,,1.37e+03,2005-11-21,2020-12-18,22.90
50303241,"       (2005 WA1)",Y,Y,,1.04e+03,2005-11-12,2023-05-18,21.72
50303247,"       (2005 WY1)",Y,N,,1.29e+03,2005-11-22,2005-11-24,23.00
50303332,"       (2005 WC2)",Y,N,,1.42e+03,2005-11-22,2006-02-01,22.40
50304406,"       (2005 WM3)",Y,N,,1.6e+03,2005-11-25,2005-11-27,27.70
50304584,"       (2005 WN3)",Y,N,,1.43e+03,2005-11-25,2005-11-25,29.90
50304585,"       (2005 WO3)",Y,N,,708,2005-11-25,2005-11-30,23.50
50304586,"       (2005 WP3)",Y,N,,1.27e+03,2005-11-25,2005-11-30,24.90
50304587,"       (2005 WQ3)",Y,N,,843,2005-11-25,2005-12-01,24.30
50304588,"       (2005 WR3)",Y,N,,540,2005-11-25,2005-12-10,21.34
50304589,"       (2005 WS3)",Y,N,,201,2005-11-25,2021-11-11,21.23
50304671,"       (2005 WF4)",Y,N,,678,2005-11-25,2018-12-26,23.00
50304672,"       (2005 WG4)",Y,N,,1.42e+03,2005-11-25,2005-12-03,24.90
50304673,"       (2005 WH4)",Y,N,,1.21e+03,2005-11-26,2026-02-13,20.63
50305022,"       (2005 WR54)",Y,N,,989,2005-11-26,2025-03-18,19.21
50305023,"       (2005 WE55)",Y,N,,839,2005-11-26,2005-12-20,21.60
50305024,"       (2005 WF55)",Y,N,,672,2005-11-29,2005-12-22,26.30
50305025,"       (2005 WY55)",Y,Y,,1.44e+03,2005-11-26,2009-11-16,20.70
50305026,"       (2005 WZ55)",Y,N,,825,2005-11-28,2005-12-21,24.40
50305052,"       (2005 WK56)",Y,N,,754,2005-11-30,2005-12-26,22.60
50305053,"       (2005 WF57)",Y,N,,1.57e+03,2005-11-30,2018-12-10,19.40
50305054,"       (2005 WG57)",Y,N,,880,2005-11-25,2005-12-30,23.91
50305319,"       (2005 WP57)",Y,N,,925,2005-11-30,2006-01-09,23.40
50305321,"       (2005 XA)",Y,N,,1.47e+03,2005-11-30,2005-12-06,26.30
50305508,"       (2005 XC)",Y,N,,1.26e+03,2005-12-01,2005-12-31,22.70
50305523,"       (2005 XN)",Y,N,,852,2005-12-02,2005-12-05,24.30
50305985,"       (2005 XX)",Y,N,,1.29e+03,2005-12-01,2005-12-06,26.80
50306422,"       (2005 XY)",Y,N,,1.16e+03,2005-12-02,2025-01-05,18.83
50306238,"       (2005 XC1)",Y,N,,1.45e+03,2005-12-04,2005-12-10,23.90
50309732,"       (2005 XQ1)",Y,N,,1.97e+03,2005-12-04,2021-11-25,17.15
50306424,"       (2005 XK4)",Y,N,,575,2005-12-04,2005-12-06,24.50
50306425,"       (2005 XL4)",Y,N,,1.73e+03,2005-12-04,2005-12-28,22.80
50306427,"       (2005 XN4)",Y,N,,940,2005-12-05,2024-01-03,19.89
50306428,"       (2005 XO4)",Y,N,,1.27e+03,2005-12-05,2005-12-28,22.20
50306430,"       (2005 XX4)",Y,N,,847,2005-12-06,2005-12-06,24.30
50306431,"       (2005 XY4)",Y,N,,397,2005-12-06,2026-03-21,23.54
50306602,"       (2005 XZ7)",Y,N,,348,2005-12-07,2005-12-10,24.20
50306603,"       (2005 XA8)",Y,N,,617,2005-12-06,2005-12-24,25.70
50306682,"       (2005 XN27)",Y,N,,1.36e+03,2005-12-07,2005-12-10,24.50
50307081,"       (2005 XO66)",Y,N,,784,2005-12-10,2005-12-20,24.60
50307082,"       (2005 XP66)",Y,N,,1.71e+03,2005-12-07,2020-03-24,20.10
50307253,"       (2005 XW77)",Y,N,,750,2005-12-10,2010-01-06,20.78
50307254,"       (2005 XX77)",Y,N,,688,2005-12-10,2005-12-30,23.90
50308971,"       (2005 YC)",Y,N,,2.14e+03,2005-12-20,2018-03-08,18.73
50308972,"       (2005 YD)",Y,N,,776,2005-12-21,2006-01-03,24.50
50308973,"       (2005 YK)",Y,N,,400,2005-12-21,2005-12-24,26.90
50309112,"       (2005 YY1)",Y,N,,459,2005-12-22,2006-01-05,23.10
50309113,"       (2005 YN3)",Y,N,,861,2005-12-22,2025-01-02,19.14
50309114,"       (2005 YO3)",Y,N,,242,2005-12-23,2006-01-05,25.10
50309115,"       (2005 YR3)",Y,N,,271,2005-12-22,2026-01-14,23.76
50309116,"       (2005 YU3)",Y,Y,,1.49e+03,2005-12-22,2014-02-09,19.80
50309309,"       (2005 YS8)",Y,Y,,806,2005-12-24,2026-01-12,20.11
50309310,"       (2005 YT8)",Y,N,,1.49e+03,2005-12-24,2006-02-26,21.60
50309311,"       (2005 YU8)",Y,N,,1.04e+03,2005-12-24,2006-01-10,23.70
50309499,"       (2005 YA37)",Y,N,,529,2005-12-26,2022-07-01,22.32
50309716,"       (2005 YP55)",Y,N,,1.26e+03,1998-09-25,2023-01-13,19.20
50309713,"       (2005 YT55)",Y,N,,1.23e+03,2005-12-27,2023-05-22,20.77
50309850,"       (2005 YW93)",Y,N,,1.57e+03,2005-12-28,2018-08-31,19.20
50309852,"       (2005 YL128)",Y,N,,576,2005-12-29,2024-12-31,20.96
50309854,"       (2005 YN128)",Y,N,,778,2005-12-30,2006-01-06,24.10
50309855,"       (2005 YO128)",Y,N,,272,2005-12-30,2006-01-04,24.60
50309879,"       (2005 YT128)",Y,N,,1.55e+03,2005-12-30,2006-02-07,20.85
50309880,"       (2005 YU128)",Y,N,,248,2005-12-30,2025-01-21,25.26
50310487,"       (2006 AN)",Y,N,,418,2006-01-03,2022-01-03,24.36
50311286,"       (2006 AX)",Y,N,,535,2006-01-02,2006-01-27,23.90
50311290,"       (2006 AV2)",Y,N,,1.37e+03,2006-01-05,2021-04-16,20.69
50311698,"       (2006 AB3)",Y,N,,822,2006-01-04,2006-01-07,26.80
50311699,"       (2006 AC3)",Y,N,,1.31e+03,2006-01-06,2006-01-25,24.20
50311886,"       (2006 AP3)",Y,N,,825,2006-01-06,2006-02-01,23.80
50311887,"       (2006 AQ3)",Y,N,,1.41e+03,2006-01-06,2006-08-16,21.50
50311888,"       (2006 AR3)",Y,Y,,1.42e+03,2006-01-06,2010-02-21,20.60
50311889,"       (2006 AS3)",Y,N,,565,2006-01-07,2006-01-10,24.75
50311890,"       (2006 AT3)",Y,N,,1.26e+03,2006-01-07,2006-01-22,24.40
50311891,"       (2006 AU3)",Y,N,,1.25e+03,2006-01-07,2006-01-10,26.30
50311981,"       (2006 AF4)",Y,N,,1.27e+03,2006-01-07,2006-01-31,23.80
50311982,"       (2006 AG4)",Y,N,,1.49e+03,2006-01-07,2006-02-06,23.10
50311983,"       (2006 AH4)",Y,N,,975,2006-01-07,2006-01-10,26.30
50311984,"       (2006 AJ4)",Y,N,,648,2006-01-07,2026-08-04,21.07
50311985,"       (2006 AK4)",Y,N,,1.58e+03,2006-01-07,2006-01-25,23.20
50311986,"       (2006 AL4)",Y,N,,1.45e+03,2006-01-08,2022-01-07,24.92
50311987,"       (2006 AM4)",Y,Y,,356,2006-01-08,2025-12-08,21.88
50311988,"       (2006 AN4)",Y,N,,1.04e+03,2003-02-24,2023-05-09,20.64
50312057,"       (2006 AL8)",Y,N,,2.22e+03,2006-01-08,2024-04-08,18.41
50312058,"       (2006 AM8)",Y,N,,936,2006-01-09,2024-01-02,19.59
50312059,"       (2006 AN8)",Y,N,,694,2006-01-09,2025-01-06,24.45
50312443,"       (2006 AW44)",Y,N,,1.42e+03,2006-01-10,2006-02-24,23.40
50312444,"       (2006 AX44)",Y,N,,723,2006-01-10,2006-02-24,24.80
54509648,"       (2006 AC76)",Y,,,1.62e+03,2006-01-05,2006-01-07,21.11
50313180,"       (2006 BA)",Y,N,,433,2006-01-18,2006-01-21,27.60
50313243,"       (2006 BF)",Y,N,,652,2006-01-20,2006-01-30,23.60
50313578,"       (2006 BO6)",Y,N,,1.77e+03,2006-01-22,2006-02-20,22.50
50313579,"       (2006 BP6)",Y,N,,1.35e+03,2006-01-04,2006-05-25,20.70
50313581,"       (2006 BO7)",Y,N,,629,2006-01-22,2006-01-24,29.30
50313582,"       (2006 BP7)",Y,N,,1.3e+03,2006-01-22,2006-02-24,23.30
50313583,"       (2006 BQ7)",Y,N,,571,2006-01-22,2006-01-31,26.50
50313752,"       (2006 BU7)",Y,N,,466,2006-01-22,2006-01-27,26.30
50313753,"       (2006 BW7)",Y,N,,657,2006-01-22,2006-01-27,26.50
50313749,"       (2006 BX7)",Y,N,,444,2006-01-22,2006-02-07,24.60
50313754,"       (2006 BY7)",Y,N,,937,2006-01-22,2006-01-26,25.90
50313755,"       (2006 BA8)",Y,N,,910,2006-01-23,2006-02-04,24.10
50313757,"       (2006 BB8)",Y,N,,766,2006-01-23,2006-02-06,24.50
50313756,"       (2006 BC8)",Y,N,,496,2006-01-23,2006-02-07,25.10
50313758,"       (2006 BL8)",Y,N,,434,2006-01-24,2006-01-30,24.70
50313759,"       (2006 BM8)",Y,N,,700,2006-01-24,2006-02-06,25.30
50313761,"       (2006 BY8)",Y,N,,1.42e+03,2006-01-23,2006-01-31,26.60
50313762,"       (2006 BA9)",Y,N,,318,2006-01-24,2026-01-21,22.76
50313760,"       (2006 BB9)",Y,N,,1.61e+03,2006-01-24,2006-02-01,25.80
50313870,"       (2006 BN26)",Y,N,,1.03e+03,2006-01-25,2006-02-07,23.48
50313995,"       (2006 BX26)",Y,N,,1.21e+03,2006-01-25,2006-02-06,23.40
50313997,"       (2006 BV39)",Y,N,,447,2006-01-26,2006-01-28,29.10
50313998,"       (2006 BW39)",Y,N,,1.02e+03,2006-01-26,2006-01-31,23.70
50313999,"       (2006 BX39)",Y,Y,,959,2006-01-26,2006-02-10,21.40
50314067,"       (2006 BD55)",Y,N,,603,2006-01-25,2006-02-01,24.50
50314068,"       (2006 BE55)",Y,Y,,477,2006-01-26,2023-03-01,21.98
50314069,"       (2006 BF55)",Y,N,,809,2006-01-26,2006-02-06,25.70
50314071,"       (2006 BJ55)",Y,N,,381,2006-01-26,2006-02-09,24.20
50314072,"       (2006 BL55)",Y,N,,643,2006-01-26,2006-02-02,24.30
50314073,"       (2006 BM55)",Y,N,,1.52e+03,2006-01-27,2006-02-04,23.00
50314075,"       (2006 BO55)",Y,N,,671,2006-01-27,2021-08-15,20.54
50314076,"       (2006 BF56)",Y,N,,1.31e+03,2006-01-28,2006-01-29,29.60
50314224,"       (2006 BR98)",Y,N,,479,2006-01-29,2006-02-01,26.70
50314274,"       (2006 BF99)",Y,N,,521,2006-01-28,2006-01-30,23.90
50314275,"       (2006 BG99)",Y,N,,614,2006-01-28,2006-02-06,25.70
50314276,"       (2006 BH99)",Y,N,,775,2006-01-30,2006-01-31,27.20
50314428,"       (2006 BX139)",Y,N,,1e+03,2006-01-30,2024-12-20,20.11
50314811,"       (2006 BP147)",Y,N,,534,2006-01-28,2006-02-02,26.50
50315027,"       (2006 BZ147)",Y,N,,378,2006-01-31,2007-09-10,25.40
50315668,"       (2006 CD)",Y,N,,1.04e+03,2006-02-01,2006-02-03,20.32
50315670,"       (2006 CF)",Y,Y,,1.27e+03,1999-02-06,2026-05-18,20.29
50315674,"       (2006 CK)",Y,N,,411,2006-02-02,2006-02-03,25.80
50315676,"       (2006 CL)",Y,N,,783,2006-02-02,2006-02-07,25.40
50321516,"       (2006 CU)",Y,Y,,678,2006-02-03,2019-02-09,21.90
50321518,"       (2006 CW)",Y,N,,1.22e+03,2006-02-03,2026-05-25,22.55
50321522,"       (2006 CL9)",Y,N,,571,2006-02-04,2006-03-23,22.80
50321555,"       (2006 CT9)",Y,N,,477,2006-02-04,2023-02-13,20.43
50321557,"       (2006 CW9)",Y,N,,544,2006-02-05,2006-02-24,24.40
50321593,"       (2006 CF10)",Y,N,,688,2006-02-05,2006-02-08,25.40
50321650,"       (2006 CL10)",Y,N,,815,2006-02-06,2026-06-22,21.37
50321651,"       (2006 CM10)",Y,Y,,1.14e+03,2006-02-07,2006-02-25,21.70
50321652,"       (2006 CN10)",Y,N,,1.7e+03,2006-01-06,2025-07-02,21.23
50321690,"       (2006 CT10)",Y,Y,,1.79e+03,2006-02-07,2011-06-04,21.20
50321691,"       (2006 CU10)",Y,N,,655,2006-02-07,2024-02-26,19.90
50323908,"       (2006 DL)",Y,N,,1.43e+03,2006-02-20,2006-03-05,22.50
50323909,"       (2006 DM)",Y,N,,576,2006-02-20,2006-03-23,24.10
50323910,"       (2006 DN)",Y,N,,592,2006-02-20,2006-03-26,24.50
50323955,"       (2006 DU)",Y,N,,1.03e+03,2006-02-20,2006-02-26,24.70
